articleID,snippet,topic
5aa11437410cf7000162f3bf,"Yes, he pushed Lyndon Johnson out of the 1968 race. But he was an aloof, uninspiring candidate.",Art
5aa117be47de81a90120b863,"Thursday: The evolution of snow sculptures, the Antiquarian Book Fair, and your favorite storm activities.",Leisure
5aa125c947de81a90120b89b,A Republican polling surge has faded. It’s another example of how seeming political shifts have proved ephemeral.,Politics
5aa133dd410cf7000162f3dc,The new smartphone is packed with gimmicky new features like a personal emoji creator. Don’t be surprised if getting used to those emoji takes what a Samsung executive called “an adjustment period.”,International
5aa1420447de81a90120b94d,"This week’s properties are in Flatiron, the financial district and Bedford Stuyvesant, Brooklyn.",International
5aa1448047de81a90120b95e,"Thursday: Backlash against Attorney General Jeff Sessions’s visit, San Francisco is sinking, and wild turkeys stir divisions in the East Bay.",Elections
5aa1455047de81a90120b963,"Historically, these distant conflicts have been difficult to analyze. But new technologies allow us to investigate them in close to real time.",International
5aa148f247de81a90120b974,"With so many new buildings coming on the market, developers are offering enticements like parking spots and custom closets to sell their last units.",Culture/Education
5aa15a84410cf7000162f408,A recent announcement about funding priorities for a major family planning program hints at retrograde thinking about contraception.,Social Media
5aa15f3e47de81a90120ba0a,"This style of sparkling wine, perhaps the very first, had largely died out. But natural wine producers embraced it, and it has gained popularity.",Politics
5aa163dc410cf7000162f411,"Promised a new apartment on the Lower East Side 50 years ago, David Santiago finally claimed it, but he could enjoy it only briefly before his death this month.",Leisure
5aa16c1647de81a90120ba4f,What is life like for an 8-year-old boy in a coastal Greenland village? Watch a five-minute film that touches on themes of identity and coming of age.,NYC
5aa16e29410cf7000162f41d,"While looking closely at an intriguing photograph, students learn how to create a claim and support that claim with evidence.",Elections
5aa172a547de81a90120ba7d,The idea of obsolescence — of the present slipping irretrievably into the past — haunts the artist’s work.,Elections
5aa1759a410cf7000162f423,The president raises levies on foreign steel and aluminum in hopes of reviving fading domestic industries. But imports from Mexico and Canada will be spared for now.,Culture/Education
5aa18a3347de81a90120bb5a,Companies and law enforcement agencies in California carefully tread between federal laws devised to catch undocumented workers and new state laws meant to protect them.,Politics
5aa1941647de81a90120bbcb,"They diffuse farther, faster and more broadly than the truth does.",NYC
5aa1964447de81a90120bbf0,"Look closely at this graph, and join the moderated conversation about what you and other students see.",NYC
5aa199b347de81a90120bc19,"A campaign of atrocities long inflicted by the Burmese military has sent 680,000 people fleeing slaughter, rape and razed villages in recent months.",International
5aa19ab247de81a90120bc1f,The campaign’s Florida staff unwittingly engaged with trolls. “Nobody reasonably would have asked — or even thought to ask — ‘Are you sure you’re not with Russia?’ ” an aide said.,International
5aa1a22b47de81a90120bc86,"The best teenage comments from last week’s writing prompts, and an invitation to join the conversation this week.",Leisure
5aa1b27e47de81a90120bd64,Ready for some dialogue?,International
5aa1b32647de81a90120bd6d,"The Syrian leader’s push for a military victory has put the Kremlin in a corner, unable either to risk a withdrawal or to craft the political settlement that would cement its gains in the region.",Politics
5aa1c07547de81a90120bdef,Second-guessing at a literary event is interrupted by a sweet smile and a pat on the knee.,Leisure
5aa1c09147de81a90120bdf1,Has President Trump studied the Smoot-Hawley act of 1930? Or the McKinley tariff act of 1890? Maybe he should.,Elections
5aa1c0d447de81a90120bdf4,"Two new books — Anya Kamenetz’s “The Art of Screen Time” and Naomi Schaefer Riley’s “Be the Parent, Please” — offer advice to anxious parents.",Politics
5aa1c85447de81a90120be3d,We could be on the way back to the bad old days of corrupt tariff policy. Trump likes that.,Social Media
5aa1c8a847de81a90120be4b,Voters’ attitudes reveal what we all know — many Americans would prefer not to think about race.,Social Media
5aa1cf3647de81a90120be80,Exceptions for Canada and Mexico suggest that it’s a tactic to renegotiate Nafta. ,Elections
5aa1d27247de81a90120be98,"No sitting American president has ever met a North Korean leader, and the meeting would be a breathtaking gamble for Mr. Trump.",Entertainment
5aa1d51a47de81a90120beb1,Younger generations have a different understanding of what’s wrong with society and how to fix it.,Culture/Education
5aa1de0547de81a90120bf07,The U.S. needs an alternative to a free-trade system that has hollowed out the factory towns that once made America great.,International
5aa1eb5a47de81a90120bf5d,There is little evidence to validate the president’s concerns that unfair trade practices like transshipping are a widespread problem.,International
5aa1f53847de81a90120bf99,"David Rabe’s dramedy is set in the emotional war zone of a mental health center, where the patients are colorful and the therapists are troubled.",Culture/Education
5aa1f57c47de81a90120bfa0,"The pornographic actress’s case, seeking to break an agreement to keep silent about an alleged affair with the president, could lead to his having to testify in a deposition.",Social Issues
5aa1f70847de81a90120bfb1,The dispute over the Trump hotel in Panama City took another turn. It has a new name and competing websites. But only one has rooms available.,Entertainment
5aa1f8b547de81a90120bfbc,Neville Fogarty and Doug Peterson teach me a new word and collaborate on a Friday puzzle packed with some great fill.,NYC
5aa2144447de81a90120c054,"President Trump has claimed that he can achieve what has eluded his predecessors through the force of his own personality, but so far, he has little to show for that.",Gun Crimes
5aa23a3147de81a90120c147,"In an unplanned segment, the “Late Show” host tackled the breaking news that the North Korean leader had invited President Trump to meet.",Gun Crimes
5aa25b2b47de81a90120c1f8,Joshua B. Freeman’s “Behemoth” is an accessible and cogent global history of the factory and the modern world that all Americans should read.,International
5aa25b2e47de81a90120c1fc,"Corner Office, a regular interview with leading C.E.O.s, returns. In the first installment, Ken Frazier talks about race, justice and his break with President Trump.",Politics
5aa25b3047de81a90120c205,Certain plants are relatively low maintenance and ideal for someone just starting an indoor garden.,International
5aa25b3247de81a90120c20e,"Joe Sasto, a contestant on “Top Chef,” calls himself a “plant father” and regards a trip to the nursery as “adoption day.”",Culture/Education
5aa25b3447de81a90120c212,Megachurches around the country were trying to racially integrate and finding some success. Then came the 2016 election.,Leisure
5aa25b3447de81a90120c214,The data is the last major economic report before the Federal Reserve decides whether to increase the benchmark interest rate later this month.,Elections
5aa25b3947de81a90120c21a,"A new group show called “Being” moves away from last year’s navel-gazing digital obsession to explore reality-based portraiture, politics and gender.",Politics
5aa25b4547de81a90120c21c,"For some people, adding greenery to their space is a must because plants don’t just look good, they help clean the air.",Culture/Education
5aa265b547de81a90120c262,"When the United States is nowhere, silent, AWOL, despots get to do their worst.",Social Media
5aa265b447de81a90120c261,Trump’s porn star payoff may have violated campaign finance law.,Entertainment
5aa2693447de81a90120c284,An unconventional sort of respiratory therapy: singing in the hospital bed.,Art
5aa2693a47de81a90120c287,The answer depends on the strength of your immune response.,Art
5aa2693c47de81a90120c28b,"Friday: College mascots reveal themselves, what to do this weekend, and a marathon soccer match.",International
5aa2774847de81a90120c342,What do you think this image is saying?,Entertainment
5aa27d9d47de81a90120c36e,Who do you think deserves more public attention for their accomplishments or compelling life story? Why?,Entertainment
5aa291d247de81a90120c411,"Friday: David Crane on pension solutions, more jousting between President Trump and California leaders, and a proposal to raise the minimum gun age.",International
